DateTime,Junction,Vehicles,ID
2015-11-03T23:00:00.000Z,1,20,20151103231
2015-11-04T00:00:00.000Z,1,18,20151104001
2015-11-04T01:00:00.000Z,1,18,20151104011
2015-11-04T02:00:00.000Z,1,13,20151104021
2015-11-04T03:00:00.000Z,1,13,20151104031
2015-11-04T04:00:00.000Z,1,10,20151104041
2015-11-04T05:00:00.000Z,1,12,20151104051
2015-11-04T06:00:00.000Z,1,13,20151104061
2015-11-04T07:00:00.000Z,1,11,20151104071
2015-11-04T08:00:00.000Z,1,13,20151104081
2015-11-04T09:00:00.000Z,1,22,20151104091
2015-11-04T10:00:00.000Z,1,26,20151104101
2015-11-04T11:00:00.000Z,1,27,20151104111
2015-11-04T12:00:00.000Z,1,31,20151104121
2015-11-04T13:00:00.000Z,1,24,20151104131
2015-11-04T14:00:00.000Z,1,23,20151104141
2015-11-04T15:00:00.000Z,1,26,20151104151
2015-11-04T16:00:00.000Z,1,26,20151104161
2015-11-04T17:00:00.000Z,1,24,20151104171
2015-11-04T18:00:00.000Z,1,23,20151104181
2015-11-04T19:00:00.000Z,1,25,20151104191
2015-11-04T20:00:00.000Z,1,26,20151104201
2015-11-04T21:00:00.000Z,1,24,20151104211
2015-11-04T22:00:00.000Z,1,26,20151104221
2015-11-04T23:00:00.000Z,1,24,20151104231
2015-11-05T00:00:00.000Z,1,19,20151105001
2015-11-05T01:00:00.000Z,1,20,20151105011
2015-11-05T02:00:00.000Z,1,18,20151105021
2015-11-05T03:00:00.000Z,1,13,20151105031
2015-11-05T04:00:00.000Z,1,13,20151105041
2015-11-05T05:00:00.000Z,1,9,20151105051
2015-11-05T06:00:00.000Z,1,12,20151105061
2015-11-05T07:00:00.000Z,1,12,20151105071
2015-11-05T08:00:00.000Z,1,15,20151105081
2015-11-05T09:00:00.000Z,1,16,20151105091
2015-11-05T10:00:00.000Z,1,23,20151105101
2015-11-05T11:00:00.000Z,1,24,20151105111
2015-11-05T12:00:00.000Z,1,25,20151105121
2015-11-05T13:00:00.000Z,1,24,20151105131
2015-11-05T14:00:00.000Z,1,26,20151105141
2015-11-05T15:00:00.000Z,1,22,20151105151
2015-11-05T16:00:00.000Z,1,20,20151105161
2015-11-05T17:00:00.000Z,1,20,20151105171
2015-11-05T18:00:00.000Z,1,22,20151105181
2015-11-05T19:00:00.000Z,1,26,20151105191
2015-11-05T20:00:00.000Z,1,22,20151105201
2015-11-05T21:00:00.000Z,1,21,20151105211
2015-11-05T22:00:00.000Z,1,21,20151105221
2015-11-05T23:00:00.000Z,1,21,20151105231
2015-11-06T00:00:00.000Z,1,16,20151106001
2015-11-06T01:00:00.000Z,1,18,20151106011
2015-11-06T02:00:00.000Z,1,19,20151106021
2015-11-06T03:00:00.000Z,1,14,20151106031
2015-11-06T04:00:00.000Z,1,12,20151106041
2015-11-06T05:00:00.000Z,1,13,20151106051
2015-11-06T06:00:00.000Z,1,14,20151106061
2015-11-06T07:00:00.000Z,1,14,20151106071
2015-11-06T08:00:00.000Z,1,13,20151106081
2015-11-06T09:00:00.000Z,1,20,20151106091
2015-11-06T10:00:00.000Z,1,22,20151106101
2015-11-06T11:00:00.000Z,1,26,20151106111
2015-11-06T12:00:00.000Z,1,26,20151106121
2015-11-06T13:00:00.000Z,1,21,20151106131
2015-11-06T14:00:00.000Z,1,23,20151106141
2015-11-06T15:00:00.000Z,1,23,20151106151
2015-11-06T16:00:00.000Z,1,19,20151106161
2015-11-06T17:00:00.000Z,1,19,20151106171
2015-11-06T18:00:00.000Z,1,20,20151106181
2015-11-06T19:00:00.000Z,1,24,20151106191
2015-11-06T20:00:00.000Z,1,18,20151106201
2015-11-06T21:00:00.000Z,1,19,20151106211
2015-11-06T22:00:00.000Z,1,16,20151106221
2015-11-06T23:00:00.000Z,1,17,20151106231
2015-11-07T00:00:00.000Z,1,16,20151107001
2015-11-07T01:00:00.000Z,1,16,20151107011
2015-11-07T02:00:00.000Z,1,10,20151107021
2015-11-07T03:00:00.000Z,1,9,20151107031
2015-11-07T04:00:00.000Z,1,8,20151107041
2015-11-07T05:00:00.000Z,1,7,20151107051
2015-11-07T06:00:00.000Z,1,9,20151107061
2015-11-07T07:00:00.000Z,1,8,20151107071
2015-11-07T08:00:00.000Z,1,12,20151107081
2015-11-07T09:00:00.000Z,1,13,20151107091
2015-11-07T10:00:00.000Z,1,17,20151107101
2015-11-07T11:00:00.000Z,1,14,20151107111
2015-11-07T12:00:00.000Z,1,14,20151107121
2015-11-07T13:00:00.000Z,1,14,20151107131
2015-11-07T14:00:00.000Z,1,14,20151107141
2015-11-07T15:00:00.000Z,1,11,20151107151
2015-11-07T16:00:00.000Z,1,15,20151107161
2015-11-07T17:00:00.000Z,1,13,20151107171
2015-11-07T18:00:00.000Z,1,12,20151107181
2015-11-07T19:00:00.000Z,1,17,20151107191
2015-11-07T20:00:00.000Z,1,18,20151107201
2015-11-07T21:00:00.000Z,1,17,20151107211
2015-11-07T22:00:00.000Z,1,16,20151107221
2015-11-07T23:00:00.000Z,1,15,20151107231
2015-11-08T00:00:00.000Z,1,13,20151108001
2015-11-08T01:00:00.000Z,1,16,20151108011
2015-11-08T02:00:00.000Z,1,11,20151108021
2015-11-08T03:00:00.000Z,1,8,20151108031
2015-11-08T04:00:00.000Z,1,10,20151108041
2015-11-08T05:00:00.000Z,1,10,20151108051
2015-11-08T06:00:00.000Z,1,10,20151108061
2015-11-08T07:00:00.000Z,1,9,20151108071
2015-11-08T08:00:00.000Z,1,11,20151108081
2015-11-08T09:00:00.000Z,1,12,20151108091
2015-11-08T10:00:00.000Z,1,18,20151108101
2015-11-08T11:00:00.000Z,1,14,20151108111
2015-11-08T12:00:00.000Z,1,17,20151108121
2015-11-08T13:00:00.000Z,1,14,20151108131
2015-11-08T14:00:00.000Z,1,14,20151108141
2015-11-08T15:00:00.000Z,1,14,20151108151
2015-11-08T16:00:00.000Z,1,12,20151108161
2015-11-08T17:00:00.000Z,1,14,20151108171
2015-11-08T18:00:00.000Z,1,18,20151108181
2015-11-08T19:00:00.000Z,1,13,20151108191
2015-11-08T20:00:00.000Z,1,16,20151108201
2015-11-08T21:00:00.000Z,1,18,20151108211
2015-11-08T22:00:00.000Z,1,14,20151108221
2015-11-08T23:00:00.000Z,1,14,20151108231
2015-11-09T00:00:00.000Z,1,13,20151109001
2015-11-09T01:00:00.000Z,1,15,20151109011
2015-11-09T02:00:00.000Z,1,11,20151109021
2015-11-09T03:00:00.000Z,1,10,20151109031
2015-11-09T04:00:00.000Z,1,9,20151109041
2015-11-09T05:00:00.000Z,1,8,20151109051
2015-11-09T06:00:00.000Z,1,8,20151109061
2015-11-09T07:00:00.000Z,1,10,20151109071
2015-11-09T08:00:00.000Z,1,11,20151109081
2015-11-09T09:00:00.000Z,1,17,20151109091
2015-11-09T10:00:00.000Z,1,19,20151109101
2015-11-09T11:00:00.000Z,1,22,20151109111
2015-11-09T12:00:00.000Z,1,23,20151109121
2015-11-09T13:00:00.000Z,1,23,20151109131
2015-11-09T14:00:00.000Z,1,24,20151109141
2015-11-09T15:00:00.000Z,1,24,20151109151
2015-11-09T16:00:00.000Z,1,19,20151109161
2015-11-09T17:00:00.000Z,1,19,20151109171
2015-11-09T18:00:00.000Z,1,20,20151109181
2015-11-09T19:00:00.000Z,1,31,20151109191
2015-11-09T20:00:00.000Z,1,25,20151109201
2015-11-09T21:00:00.000Z,1,35,20151109211
2015-11-09T22:00:00.000Z,1,21,20151109221
2015-11-09T23:00:00.000Z,1,24,20151109231
2015-11-10T00:00:00.000Z,1,19,20151110001
2015-11-10T01:00:00.000Z,1,19,20151110011
2015-11-10T02:00:00.000Z,1,18,20151110021
2015-11-10T03:00:00.000Z,1,17,20151110031
2015-11-10T04:00:00.000Z,1,12,20151110041
2015-11-10T05:00:00.000Z,1,10,20151110051
2015-11-10T06:00:00.000Z,1,14,20151110061
2015-11-10T07:00:00.000Z,1,15,20151110071
2015-11-10T08:00:00.000Z,1,14,20151110081
2015-11-10T09:00:00.000Z,1,34,20151110091
2015-11-10T10:00:00.000Z,1,40,20151110101
2015-11-10T11:00:00.000Z,1,38,20151110111
2015-11-10T12:00:00.000Z,1,36,20151110121
2015-11-10T13:00:00.000Z,1,27,20151110131
2015-11-10T14:00:00.000Z,1,48,20151110141
2015-11-10T15:00:00.000Z,1,43,20151110151
2015-11-10T16:00:00.000Z,1,41,20151110161
2015-11-10T17:00:00.000Z,1,35,20151110171
2015-11-10T18:00:00.000Z,1,40,20151110181
2015-11-10T19:00:00.000Z,1,40,20151110191
2015-11-10T20:00:00.000Z,1,40,20151110201
2015-11-10T21:00:00.000Z,1,36,20151110211
2015-11-10T22:00:00.000Z,1,37,20151110221
2015-11-10T23:00:00.000Z,1,35,20151110231
2015-11-11T00:00:00.000Z,1,28,20151111001
2015-11-11T01:00:00.000Z,1,25,20151111011
2015-11-11T02:00:00.000Z,1,19,20151111021
2015-11-11T03:00:00.000Z,1,21,20151111031
2015-11-11T04:00:00.000Z,1,20,20151111041
2015-11-11T05:00:00.000Z,1,15,20151111051
2015-11-11T06:00:00.000Z,1,17,20151111061
2015-11-11T07:00:00.000Z,1,14,20151111071
2015-11-11T08:00:00.000Z,1,19,20151111081
2015-11-11T09:00:00.000Z,1,22,20151111091
2015-11-11T10:00:00.000Z,1,30,20151111101
2015-11-11T11:00:00.000Z,1,26,20151111111
2015-11-11T12:00:00.000Z,1,26,20151111121
2015-11-11T13:00:00.000Z,1,23,20151111131
2015-11-11T14:00:00.000Z,1,23,20151111141
2015-11-11T15:00:00.000Z,1,24,20151111151
2015-11-11T16:00:00.000Z,1,22,20151111161
2015-11-11T17:00:00.000Z,1,24,20151111171
2015-11-11T18:00:00.000Z,1,26,20151111181
2015-11-11T19:00:00.000Z,1,27,20151111191
2015-11-11T20:00:00.000Z,1,22,20151111201
2015-11-11T21:00:00.000Z,1,23,20151111211
2015-11-11T22:00:00.000Z,1,22,20151111221
2015-11-11T23:00:00.000Z,1,22,20151111231
2015-11-12T00:00:00.000Z,1,22,20151112001
2015-11-12T01:00:00.000Z,1,17,20151112011
2015-11-12T02:00:00.000Z,1,15,20151112021
2015-11-12T03:00:00.000Z,1,12,20151112031
2015-11-12T04:00:00.000Z,1,13,20151112041
2015-11-12T05:00:00.000Z,1,9,20151112051
2015-11-12T06:00:00.000Z,1,14,20151112061
2015-11-12T07:00:00.000Z,1,13,20151112071
2015-11-12T08:00:00.000Z,1,15,20151112081
2015-11-12T09:00:00.000Z,1,27,20151112091
2015-11-12T10:00:00.000Z,1,39,20151112101
2015-11-12T11:00:00.000Z,1,40,20151112111
2015-11-12T12:00:00.000Z,1,36,20151112121
2015-11-12T13:00:00.000Z,1,34,20151112131
2015-11-12T14:00:00.000Z,1,33,20151112141
2015-11-12T15:00:00.000Z,1,28,20151112151
2015-11-12T16:00:00.000Z,1,30,20151112161
2015-11-12T17:00:00.000Z,1,26,20151112171
2015-11-12T18:00:00.000Z,1,30,20151112181
2015-11-12T19:00:00.000Z,1,35,20151112191
2015-11-12T20:00:00.000Z,1,38,20151112201
2015-11-12T21:00:00.000Z,1,34,20151112211
2015-11-12T22:00:00.000Z,1,30,20151112221
2015-11-12T23:00:00.000Z,1,27,20151112231
2015-11-13T00:00:00.000Z,1,24,20151113001
2015-11-13T01:00:00.000Z,1,21,20151113011
2015-11-13T02:00:00.000Z,1,16,20151113021
2015-11-13T03:00:00.000Z,1,16,20151113031
2015-11-13T04:00:00.000Z,1,13,20151113041
2015-11-13T05:00:00.000Z,1,11,20151113051
2015-11-13T06:00:00.000Z,1,13,20151113061
2015-11-13T07:00:00.000Z,1,15,20151113071
2015-11-13T08:00:00.000Z,1,17,20151113081
2015-11-13T09:00:00.000Z,1,18,20151113091
2015-11-13T10:00:00.000Z,1,24,20151113101
2015-11-13T11:00:00.000Z,1,41,20151113111
2015-11-13T12:00:00.000Z,1,29,20151113121
2015-11-13T13:00:00.000Z,1,25,20151113131
2015-11-13T14:00:00.000Z,1,25,20151113141
2015-11-13T15:00:00.000Z,1,26,20151113151
2015-11-13T16:00:00.000Z,1,25,20151113161
2015-11-13T17:00:00.000Z,1,24,20151113171
2015-11-13T18:00:00.000Z,1,26,20151113181
2015-11-13T19:00:00.000Z,1,24,20151113191
2015-11-13T20:00:00.000Z,1,28,20151113201
2015-11-13T21:00:00.000Z,1,22,20151113211
2015-11-13T22:00:00.000Z,1,23,20151113221
2015-11-13T23:00:00.000Z,1,18,20151113231
2015-11-14T00:00:00.000Z,1,21,20151114001
2015-11-14T01:00:00.000Z,1,20,20151114011
2015-11-14T02:00:00.000Z,1,15,20151114021
2015-11-14T03:00:00.000Z,1,13,20151114031
2015-11-14T04:00:00.000Z,1,10,20151114041
2015-11-14T05:00:00.000Z,1,10,20151114051
2015-11-14T06:00:00.000Z,1,12,20151114061
2015-11-14T07:00:00.000Z,1,9,20151114071
2015-11-14T08:00:00.000Z,1,11,20151114081
2015-11-14T09:00:00.000Z,1,15,20151114091
2015-11-14T10:00:00.000Z,1,16,20151114101
2015-11-14T11:00:00.000Z,1,16,20151114111
2015-11-14T12:00:00.000Z,1,12,20151114121
2015-11-14T13:00:00.000Z,1,11,20151114131
2015-11-14T14:00:00.000Z,1,14,20151114141
2015-11-14T15:00:00.000Z,1,16,20151114151
2015-11-14T16:00:00.000Z,1,18,20151114161
2015-11-14T17:00:00.000Z,1,13,20151114171
2015-11-14T18:00:00.000Z,1,17,20151114181
2015-11-14T19:00:00.000Z,1,15,20151114191
2015-11-14T20:00:00.000Z,1,19,20151114201
2015-11-14T21:00:00.000Z,1,15,20151114211
2015-11-14T22:00:00.000Z,1,19,20151114221
2015-11-14T23:00:00.000Z,1,15,20151114231
2015-11-15T00:00:00.000Z,1,15,20151115001
2015-11-15T01:00:00.000Z,1,13,20151115011
2015-11-15T02:00:00.000Z,1,14,20151115021
2015-11-15T03:00:00.000Z,1,10,20151115031
2015-11-15T04:00:00.000Z,1,8,20151115041
2015-11-15T05:00:00.000Z,1,9,20151115051
2015-11-15T06:00:00.000Z,1,9,20151115061
2015-11-15T07:00:00.000Z,1,9,20151115071
2015-11-15T08:00:00.000Z,1,9,20151115081
2015-11-15T09:00:00.000Z,1,16,20151115091
2015-11-15T10:00:00.000Z,1,18,20151115101
2015-11-15T11:00:00.000Z,1,18,20151115111
2015-11-15T12:00:00.000Z,1,17,20151115121
2015-11-15T13:00:00.000Z,1,18,20151115131
2015-11-15T14:00:00.000Z,1,14,20151115141
2015-11-15T15:00:00.000Z,1,15,20151115151
2015-11-15T16:00:00.000Z,1,13,20151115161
2015-11-15T17:00:00.000Z,1,15,20151115171
2015-11-15T18:00:00.000Z,1,19,20151115181
2015-11-15T19:00:00.000Z,1,18,20151115191
2015-11-15T20:00:00.000Z,1,21,20151115201
2015-11-15T21:00:00.000Z,1,17,20151115211
2015-11-15T22:00:00.000Z,1,17,20151115221
2015-11-15T23:00:00.000Z,1,15,20151115231
2015-11-16T00:00:00.000Z,1,17,20151116001
2015-11-16T01:00:00.000Z,1,14,20151116011
2015-11-16T02:00:00.000Z,1,13,20151116021
2015-11-16T03:00:00.000Z,1,15,20151116031
2015-11-16T04:00:00.000Z,1,12,20151116041
2015-11-16T05:00:00.000Z,1,12,20151116051
2015-11-16T06:00:00.000Z,1,13,20151116061
2015-11-16T07:00:00.000Z,1,14,20151116071
2015-11-16T08:00:00.000Z,1,13,20151116081
2015-11-16T09:00:00.000Z,1,16,20151116091
2015-11-16T10:00:00.000Z,1,26,20151116101
2015-11-16T11:00:00.000Z,1,21,20151116111
2015-11-16T12:00:00.000Z,1,26,20151116121
2015-11-16T13:00:00.000Z,1,24,20151116131
2015-11-16T14:00:00.000Z,1,26,20151116141
2015-11-16T15:00:00.000Z,1,22,20151116151
2015-11-16T16:00:00.000Z,1,24,20151116161
2015-11-16T17:00:00.000Z,1,26,20151116171
2015-11-16T18:00:00.000Z,1,23,20151116181
2015-11-16T19:00:00.000Z,1,29,20151116191
2015-11-16T20:00:00.000Z,1,31,20151116201
2015-11-16T21:00:00.000Z,1,27,20151116211
2015-11-16T22:00:00.000Z,1,27,20151116221
2015-11-16T23:00:00.000Z,1,26,20151116231
2015-11-17T00:00:00.000Z,1,23,20151117001
2015-11-17T01:00:00.000Z,1,21,20151117011
2015-11-17T02:00:00.000Z,1,19,20151117021
2015-11-17T03:00:00.000Z,1,16,20151117031
2015-11-17T04:00:00.000Z,1,11,20151117041
2015-11-17T05:00:00.000Z,1,11,20151117051
2015-11-17T06:00:00.000Z,1,15,20151117061
2015-11-17T07:00:00.000Z,1,12,20151117071
2015-11-17T08:00:00.000Z,1,12,20151117081
2015-11-17T09:00:00.000Z,1,18,20151117091
2015-11-17T10:00:00.000Z,1,31,20151117101
2015-11-17T11:00:00.000Z,1,42,20151117111
2015-11-17T12:00:00.000Z,1,37,20151117121
2015-11-17T13:00:00.000Z,1,30,20151117131
2015-11-17T14:00:00.000Z,1,33,20151117141
2015-11-17T15:00:00.000Z,1,28,20151117151
2015-11-17T16:00:00.000Z,1,29,20151117161
2015-11-17T17:00:00.000Z,1,28,20151117171
2015-11-17T18:00:00.000Z,1,28,20151117181
2015-11-17T19:00:00.000Z,1,31,20151117191
2015-11-17T20:00:00.000Z,1,28,20151117201
2015-11-17T21:00:00.000Z,1,26,20151117211
2015-11-17T22:00:00.000Z,1,26,20151117221
2015-11-17T23:00:00.000Z,1,27,20151117231
2015-11-18T00:00:00.000Z,1,24,20151118001
2015-11-18T01:00:00.000Z,1,23,20151118011
2015-11-18T02:00:00.000Z,1,20,20151118021
2015-11-18T03:00:00.000Z,1,19,20151118031
2015-11-18T04:00:00.000Z,1,20,20151118041
2015-11-18T05:00:00.000Z,1,16,20151118051
2015-11-18T06:00:00.000Z,1,19,20151118061
2015-11-18T07:00:00.000Z,1,16,20151118071
2015-11-18T08:00:00.000Z,1,17,20151118081
2015-11-18T09:00:00.000Z,1,19,20151118091
2015-11-18T10:00:00.000Z,1,30,20151118101
2015-11-18T11:00:00.000Z,1,44,20151118111
2015-11-18T12:00:00.000Z,1,35,20151118121
2015-11-18T13:00:00.000Z,1,34,20151118131
2015-11-18T14:00:00.000Z,1,31,20151118141
2015-11-18T15:00:00.000Z,1,31,20151118151
2015-11-18T16:00:00.000Z,1,28,20151118161
2015-11-18T17:00:00.000Z,1,34,20151118171
2015-11-18T18:00:00.000Z,1,37,20151118181
2015-11-18T19:00:00.000Z,1,37,20151118191
2015-11-18T20:00:00.000Z,1,34,20151118201
2015-11-18T21:00:00.000Z,1,31,20151118211
2015-11-18T22:00:00.000Z,1,29,20151118221
2015-11-18T23:00:00.000Z,1,28,20151118231
2015-11-19T00:00:00.000Z,1,32,20151119001
2015-11-19T01:00:00.000Z,1,23,20151119011
2015-11-19T02:00:00.000Z,1,20,20151119021
2015-11-19T03:00:00.000Z,1,16,20151119031
2015-11-19T04:00:00.000Z,1,18,20151119041
2015-11-19T05:00:00.000Z,1,17,20151119051
2015-11-19T06:00:00.000Z,1,16,20151119061
2015-11-19T07:00:00.000Z,1,17,20151119071
2015-11-19T08:00:00.000Z,1,18,20151119081
2015-11-19T09:00:00.000Z,1,25,20151119091
2015-11-19T10:00:00.000Z,1,31,20151119101
2015-11-19T11:00:00.000Z,1,32,20151119111
2015-11-19T12:00:00.000Z,1,31,20151119121
2015-11-19T13:00:00.000Z,1,29,20151119131
2015-11-19T14:00:00.000Z,1,31,20151119141
2015-11-19T15:00:00.000Z,1,31,20151119151
2015-11-19T16:00:00.000Z,1,30,20151119161
2015-11-19T17:00:00.000Z,1,28,20151119171
2015-11-19T18:00:00.000Z,1,29,20151119181
2015-11-19T19:00:00.000Z,1,36,20151119191
2015-11-19T20:00:00.000Z,1,29,20151119201
2015-11-19T21:00:00.000Z,1,28,20151119211
2015-11-19T22:00:00.000Z,1,30,20151119221
2015-11-19T23:00:00.000Z,1,29,20151119231
2015-11-20T00:00:00.000Z,1,24,20151120001
2015-11-20T01:00:00.000Z,1,20,20151120011
2015-11-20T02:00:00.000Z,1,15,20151120021
2015-11-20T03:00:00.000Z,1,14,20151120031
2015-11-20T04:00:00.000Z,1,13,20151120041
2015-11-20T05:00:00.000Z,1,8,20151120051
2015-11-20T06:00:00.000Z,1,12,20151120061
2015-11-20T07:00:00.000Z,1,14,20151120071
2015-11-20T08:00:00.000Z,1,15,20151120081
2015-11-20T09:00:00.000Z,1,20,20151120091
2015-11-20T10:00:00.000Z,1,26,20151120101
2015-11-20T11:00:00.000Z,1,26,20151120111
2015-11-20T12:00:00.000Z,1,26,20151120121
2015-11-20T13:00:00.000Z,1,21,20151120131
2015-11-20T14:00:00.000Z,1,26,20151120141
2015-11-20T15:00:00.000Z,1,29,20151120151
2015-11-20T16:00:00.000Z,1,20,20151120161
2015-11-20T17:00:00.000Z,1,22,20151120171
2015-11-20T18:00:00.000Z,1,25,20151120181
2015-11-20T19:00:00.000Z,1,27,20151120191
2015-11-20T20:00:00.000Z,1,26,20151120201
2015-11-20T21:00:00.000Z,1,24,20151120211
2015-11-20T22:00:00.000Z,1,25,20151120221
2015-11-20T23:00:00.000Z,1,21,20151120231
2015-11-21T00:00:00.000Z,1,17,20151121001
2015-11-21T01:00:00.000Z,1,16,20151121011
2015-11-21T02:00:00.000Z,1,15,20151121021
2015-11-21T03:00:00.000Z,1,15,20151121031
2015-11-21T04:00:00.000Z,1,15,20151121041
2015-11-21T05:00:00.000Z,1,8,20151121051
2015-11-21T06:00:00.000Z,1,12,20151121061
2015-11-21T07:00:00.000Z,1,13,20151121071
2015-11-21T08:00:00.000Z,1,12,20151121081
2015-11-21T09:00:00.000Z,1,16,20151121091
2015-11-21T10:00:00.000Z,1,18,20151121101
2015-11-21T11:00:00.000Z,1,17,20151121111
2015-11-21T12:00:00.000Z,1,18,20151121121
2015-11-21T13:00:00.000Z,1,15,20151121131
2015-11-21T14:00:00.000Z,1,21,20151121141
2015-11-21T15:00:00.000Z,1,18,20151121151
2015-11-21T16:00:00.000Z,1,17,20151121161
2015-11-21T17:00:00.000Z,1,17,20151121171
2015-11-21T18:00:00.000Z,1,19,20151121181
2015-11-21T19:00:00.000Z,1,22,20151121191
2015-11-21T20:00:00.000Z,1,18,20151121201
2015-11-21T21:00:00.000Z,1,17,20151121211
2015-11-21T22:00:00.000Z,1,22,20151121221
2015-11-21T23:00:00.000Z,1,17,20151121231
2015-11-22T00:00:00.000Z,1,15,20151122001
2015-11-22T01:00:00.000Z,1,15,20151122011
2015-11-22T02:00:00.000Z,1,11,20151122021
2015-11-22T03:00:00.000Z,1,12,20151122031
2015-11-22T04:00:00.000Z,1,11,20151122041
2015-11-22T05:00:00.000Z,1,8,20151122051
2015-11-22T06:00:00.000Z,1,11,20151122061
2015-11-22T07:00:00.000Z,1,9,20151122071
2015-11-22T08:00:00.000Z,1,8,20151122081
2015-11-22T09:00:00.000Z,1,15,20151122091
2015-11-22T10:00:00.000Z,1,18,20151122101
2015-11-22T11:00:00.000Z,1,18,20151122111
2015-11-22T12:00:00.000Z,1,20,20151122121
2015-11-22T13:00:00.000Z,1,20,20151122131
2015-11-22T14:00:00.000Z,1,20,20151122141
2015-11-22T15:00:00.000Z,1,15,20151122151
2015-11-22T16:00:00.000Z,1,16,20151122161
2015-11-22T17:00:00.000Z,1,16,20151122171
2015-11-22T18:00:00.000Z,1,21,20151122181
2015-11-22T19:00:00.000Z,1,27,20151122191
2015-11-22T20:00:00.000Z,1,26,20151122201
2015-11-22T21:00:00.000Z,1,24,20151122211
2015-11-22T22:00:00.000Z,1,20,20151122221
2015-11-22T23:00:00.000Z,1,20,20151122231
2015-11-23T00:00:00.000Z,1,21,20151123001
2015-11-23T01:00:00.000Z,1,14,20151123011
2015-11-23T02:00:00.000Z,1,16,20151123021
2015-11-23T03:00:00.000Z,1,14,20151123031
2015-11-23T04:00:00.000Z,1,11,20151123041
2015-11-23T05:00:00.000Z,1,11,20151123051
2015-11-23T06:00:00.000Z,1,9,20151123061
2015-11-23T07:00:00.000Z,1,12,20151123071
2015-11-23T08:00:00.000Z,1,16,20151123081
